A1R	A2	A3	A4	A5	C1	C2	C3	C4R	C5R	E1R	E2R	E3	E4	E5	N1R	N2R	N3R	N4R	N5R	O1	O2R	O3	O4	O5R	gender	education	age	extraversion	plasticity
3	3	6	4	6	2	5	6	6	6	2	5	6	1	2	4	4	6	3	4	4	1	4	6	4	2	3	51	3.2	3.5
4	4	4	6	4	3	4	4	3	6	6	3	4	4	5	6	3	6	5	3	6	3	4	1	6	2	2	20	4.4	4.2
6	6	4	4	4	6	2	5	5	6	1	2	1	4	1	6	1	2	3	1	2	1	1	6	6	2	1	38	1.8	2.5
6	5	5	1	6	6	5	5	6	1	5	6	5	5	6	6	6	2	2	1	4	2	5	5	3	2	4	53	5.4	4.6
5	4	2	2	3	5	5	5	4	2	3	3	2	5	5	2	2	2	2	4	5	4	4	6	5	2		17	3.6	4.2
1	6	1	3	5	6	6	6	6	6	4	6	2	2	6	6	5	5	4	6	6	6	4	1	4	2	1	33	4	4.1
2	4	1	2	2	5	5	4	3	1	1	3	3	2	2	3	2	5	2	2	6	5	4	6	1	2	3	17	2.2	3.3
4	4	4	2	3	3	2	3	3	2	3	3	6	2	3	5	4	2	2	5	6	6	5	6	5	2		15	3.4	4.5
5	6	6	6	6	6	6	6	5	2	3	4	5	6	5	4	4	5	3	4	6	6	5	5	6	2	2	38	4.6	5.1
2	6	6	6	3	5	6	1	1	1	1	1	6	3	6	1	1	2	1	1	6	3	6	6	6	2		13	3.4	4.4
6	6	4	4	5	3	6	3	5	5	5	5	5	5	5	4	3	5	6	5	4	5	5	6	5	2	5	34	5	5
4	4	4	2	4	5	4	4	3	5	1	2	4	3	3	4	3	6	6	6	4	4	3	4	6	1		14	2.6	3.4
6	4	2	5	2	1	2	1	5	3	1	1	1	2	1	5	4	3	2	2	3	5	1	5	4	2	1	20	1.2	2.4
4	5	4	6	4	5	6	5	6	5	6	3	5	5	6	1	1	2	6	5	6	5	5	6	6	2	4	27	5	5.3
5	6	5	2	5	5	2	4	6	4	6	6	5	6	5	4	5	6	5	6	4	4	3	4	5	2	2	42	5.6	4.8
5	3	4	2	5	5	6	5	6	1	4	2	1	5	4	6	2	6	6	6	5	6	6	6	5	2	1	18	3.2	4.4
3	5	5	5	3	4	4	4	4	2	4	3	4	3		3	2	3	4	3	3	2	4	6	5	2	3	20		
6	6	6	3	5	6	4	6	6	4	4	5		5	6	4	5	5	2	6	6	6	5	6	6	2	5	56		
5	5	5	4	5	5	5	5	6	3	4	4	5	5	5	4	4	5	5	4		3	4	4	2	1	3	20	4.6	
5	4	5	4	4	5	5	2	6	6	2	3	5	3	4	5	3	3	4	4	5	6	4	6	5	1		37	3.4	4.3
6		5	2	4	5	6	4		5	3	3	5	2	5	5	5	4	2	2	5	1	4	3	3	2		15	3.6	3.4
5	6	5	4	6	4	3	4	3	1	3	2	5	5	3	3	2	2	1	1	6	3	4	6	5	2	1	20	3.6	4.2
3	5	4	6	4	4	5	5	4	1	6	6	4	6	4	4	3	4	6	3	3	4	4	2	4	2	3	19	5.2	4.3
6	6	5	4	5	5	4	5	4	2	3	4	4	5	4	5	3	5	5	2	4	3	6	6	4	1	3	20	4	4.3
6	3	5	6	6	3	5	4	5	2	5	5	4	6	3	5	4	5	5	3	5	3	4	5	4	2	3	19	4.6	4.4
4	5	5	6	6	5	5	6	4	3	5	6	6	5	6	6	5	5	6	6	6	5	6	6	6	1	3	20	5.6	5.7
2	6	6	5	4	4	3	6	3	4	5	6	6	6	4	4	5	4	3	5	4	2	4	4	4	2	1	43	5.4	4.5
6	6	6	6	5	5	5	6	6	6	5	5	4	4	5	6	5	6	5	6	6	6	5	6	6	2	5	43	4.6	5.2
6	5	3	4	3	6	6	6	6	3	1	1	3	1	2	3	2	2		5	4	6	6	6	6	2	4	26	1.6	3.6
5	4	5	4	5	3	4	4	2	1	2	4	3	5	2	3	3	3	2	4	4	3	3	5	3	2		18	3.2	3.4
5	3	3	5	3	2	3	3	4	2	5	2	5	4	2	2	2	2	2	3	5	5	5	6	6	1	4	24	3.6	4.5
5	5	5	2	5	4	4	3	3	2	4	5	2	4	3	6	5	3	3	5	5	4	6	6	5	2	3	20	3.6	4.4
6	5	6	6	6	5	4	5	5	3	6	5	5	6	4	5	4	5	2	5	6	6	6	6	6	2	2	23	5.2	5.6
5	4	5	5	4	6	6	5	6	4	5	6	2	6	5	3	4	5	5	5	6	6	5	5	2	2	3	25	4.8	4.8
6	4	4	5	4	3	4	3	2	3	6	5	5	5	4	2	4	3	3	3	6	3	4	4	2	2	4	25	5	4.4
5	5	5	4	4	5	5	5	6	4	6	5	5	6	5	5	3	5	5	5	6	6	6	6	6	1	5	37	5.4	5.7
6	4	4	5	3	2	5	5	5	1	5	5	1	2	5	2	2	2	2	6	2	5	5	5	5	1	5	51	3.6	4
5	4	6	6	6	6	6	3	6	6	2	3	3	5	4	5	5	3	2	5	6	5	5	6	6	2	3	36	3.4	4.5
4	4	5	4	4		4	4	4	2	5	3	4	5	4	4	4	4	5	4	4	2	3	4	3	1	3	21	4.2	3.7
5	5	5	5	4	5	5	5	5	3	5	3	4	4	5	5	5	5	6	4	6	6	5	6	6	1	5	56	4.2	5
5	5	6	6	6	5	5	4	3	5	5	5	6	5	5	1	1	1	3	5	5	5	4	6	4	1	3	19	5.2	5
6	6	6	6	5	5	4	5	5	5	5	5	4	3	6	5	3	2	2	3	5	5	4	5	5	2	5	41	4.6	4.7
5	3	4	4	4	3	3	4	1	3	5	5	5	6	4	2	4	5	5	5	5	4	3	5	4	1	3	20	5	4.6
6	5	1	2	5	5	5	5	5	5	6	6	6	6	5	6	6	4	3	6	6	5	4	3	6	1	3	22	5.8	5.3
5	5	5	6	4	2	2	2	5	1	5	2	2	5	1	3	2	2	2	2	2	3	2	2	4	2	3	38	3	2.8
3	4	1	1	1	5	5	6	5	5	4	1	5	1	2	6	5	5	1	5	6	6	5	6	6	1	5	52	2.6	4.2
5	5	4	5	2	6	5	5	5	5	2	2	3	4	3	1	1	1	1	2	3	2	3	5	4	2	3	37	2.8	3.1
5	4	5	3	5	4	4	4	3	3	3	3	4	4	3	5	3	2	1	4	3	3	4	5	5	2	2	27	3.4	3.7
6	4	4	6	6	6	6	6	6	6	6	3	5	6	6	4	4	6	5	1	6	1	5	6	3	2	3	19	5.2	4.7
6	6	6	6	6	1	5	5	6	5	5	5	5	5	2	3	3	2	2	2	2	1	2	4	2	2	2	45	4.4	3.3
5	2	4	1	4	3	2	1	2	1	5	3	4	3	2	4	3	2	3	5	3	6	2	4	5	2	1	28	3.4	3.7
6	5	5	6	6	5	6	5	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	2	6	2	3	31	5.8	5.5
5	5	5	4	5	4	3	3	4	5	5		3	3	4	5	5	6	6	5		4	5	5	5	2	1	19		
5	5	6	6	6	5	5	4	6	3	3	6	4	6	6	2	2	3	3	6	4	2	2	5	1	2	5	31	5	3.9
5	5	6	6	5	6	5	6	5	5	6	3	6	6	5	3	3	4	1	3	6	5	5	6	3	2	1	28	5.2	5.1
5	2	4	4	5	5	3	2	1	1	1	1	1	2	1	3	3	3	4	3	2	2	2	6	3	1	3	21	1.2	2.1
3	4	4	4	4	4	5	5	3	2	1	1	3	2	3	3	2	5	3	4	5	5	2	5	2	2	2	19	2	2.9
6	5	5	6	5	4	5	6	6	6	3	3	4	4	4	6	4	4	6	5	3	6	5	5	4	2	3	27	3.6	4.1
5	6	4	1	4	6	4	5	6	6	4	4	6	5	3	5	5	2	1	6	6	1	6	6	6	1	3	21	4.4	4.7
4	4	4	2	5	5	5	4	4	3	4	5	5	5	5	4	4	5	4	6	6	6	6	6	5	1	3	23	4.8	5.3
6	6	6	4	6	6	5	6	4	1	4	6	5	6	5	5	3	3	3	4	5	1	4	6	3	2	4	29	5.2	4.5
2	5	5	6	4	5	5	5	5	2	2	2	4	5	5	5	3	3	5	5	5	2	5	4	3	1	3	24	3.6	3.7
5	5	4	4	4	4	4	3	3	1	3	4	2	4	4	5	3	4	5	5	4	3	4	6	3	2		16	3.4	3.7
4	4	6	1	4	5	5	4	4	2	6	6	5	6	5	3	1	5	3	6	6	3	4	5	5	1	3	22	5.6	5.1
6	5	6	4	6	3	5	5	2	2	5	3	3	5	4	1	1	2	1	1	3	2	5	6	4	2	4	41	4	4
6	4	6	5	6	5	4	4	4	6	2	1	5	4	3	6	6	5	5	6	5	6	5	6	5	1	3	26	3	4.2
6	5	5	3	5	4	5	4	3	4	6	5	4	5	3	5	3	5	3		5	3	3	5	4	1	5	47	4.6	4.3
5	6	5	6	2	5	5	5	5	6	3	6	3	5	5	4	2	4	3	2	3	2	3	4	2	2	3	50	4.4	3.6
5	4	4	4	6	6	5	5	2	1	6	2	5	4	4	6	6	4	3	3	3	6	4	6	4	2	5	29	4.2	4.4
5	6	5	3	4	3	4	2	5	5	5	2	1	6	2	4	4	4	5	6	6	1	4	6	5	1	3	20	3.2	3.8
3	4	4	2	5	4	3	4	4	3	5	5	4	5	6	3	3	3	4	5	6	5	5	3	5	2	5	55	5	4.9
5	5	4	5	5	4	4	4	3	3	5	4	4	5	2	2	2	2	3	4	4	3	4	4	4	2	3	22	4	3.9
3	5	4	4	5	6	6	5	6	6	6	4	1	2	4	4	3	3	2	3	5	6	5	4	6	2	3	35	3.4	4.3
6	5	6	4	5	4	3	5	2	3	1	3	5	4	3	4	5	5	6	3	4	2	3	5	2	2	3	20	3.2	3.2
3	4	4	6	3	5	5	3	4	3	2	2	3	3	4	3	2	4	3	5	5	5	4	5	5	1	2	49	2.8	3.8
4	5	5	6	5	5	4	4	5	5	6	5	2	5	5	5	5	5	5	5	4	4	4	5	5	2	5	39	4.6	4.5
4	4	6	6		5	4	5	5	3	6	3	5	4	4	6	6	6	5	4	6	6	6	6	4	2	3	23	4.4	5
5	5	6	5	5	4	5	3	5	1	4	3	5	5	4	4	2	3	3	4	5	3	5	5	5	2	3	25	4.2	4.4
6	6	6	5	6	6	4	2	6	1	1	1	2	4	5	6	1	6	1	6	6	6	6	6	6	1	5	25	2.6	4.3
5	5	4	2	4	5	5	5	6	2	5	5	2	4	5	2	3	5	2	6	2	5	5	4	5	2		36	4.2	4.2
5	6	3	4	5	3	2	3	5	3	5	4	3	6	5	3	5	6	5	6	5	6	6	5	5	1	4	38	4.6	5
5	6	5	5	5	5	3	4	5	2	5	5	1	4	6	5	2	2	3	6	5	2	6	6	6	1	1	17	4.2	4.6
5	6	4	5	4	3	4	3	2	1	5	1	3	4	3	1	1	2	2	2	5	6	5	6	4	1		17	3.2	4.2
2	5	2	3	3	4	3	4	4	2	3	6	5	4	5	1	1	1	3	4	5	6	6	2	4	2	3	19	4.6	4.6
6	6	6	6	6	5	2	4	5	4	5	5	5	6	4	4	5	6	6	5	5	5	5	5	4	2	4	56	5	4.9
6	6	6	5	4	4	4	4	2	2	5	3	4	4	4	3	2	3	3	3	5	4	6	5	3	2	4	28	4	4.3
5	5	5	5	3	3	2	2	3	3	5	3	4	5	5	5	5	5	3	4	5	5	4	5	4	2	3	17	4.4	4.5
6	5	6	6	5	6	6	4	6	6	3	5	5	5	6	3	2	3	3	4	6	3	5	4	1	2	3	26	4.8	4.3
2	5	5	6	2	5	4	3	4	6	6	5	5	5	4	2	3	2	5	3	6	2	5	5	6	2	3	46	5	4.9
6	5	4	6	3	5	5	5	5	3	4	3	2	4	4	5	5	5	6	5	4	3	4	2	3	2	3	21	3.4	3.3
1	6	6	6	6	6	6	6	6	4	2	5	5	5	6	1	1	1	4	6	2	3	5	6	5	2	3	46	4.6	4.4
6	6	6	6	5	5		5	6	5	5	5	4	6	5	5	5	5	6	5		4	5	5	5	2	2	39	5	
5	4	4	1	2	6	6	6	6	3	1	1	1	1	4	1	1	1	1	1	3	2	1	6	2	2	3	19	1.6	2.2
6	5	6	6	5	5	4	4		6	3	3	5	3	4	3	3	2	6	6	6	6	5	6	5	2	3	25	3.6	4.6
6	5	6	5	4	3	4	2	4	3	2	2	4	2	3	6	5	5	2	4	5	5	4	5	5	1	5	22	2.6	3.7
5	5	5	5	5	4	4	4	4	3	5	5	4	5	5	5	4	4	4	5	4	3	4	3	4	2		17	4.8	4.2
5	5	6	6	5	5	3	2	3	3	6	5	4	5	2	2	2	4	4	5	3	5	5	6	4	2	3	27	4.4	4.5
6	5	6	6	6	6	6	5	5	3	6	4	6	5	6	3	3	3	4	1	6	6	6	6	6	2	4	20	5.4	5.7
4	5	5	4	6	6	6	5	6	6	2	3	6	4	6	3	3	3	3	5	6	6	6	2	6	1	5	21	4.2	4.7
3	6	6	6	6	6	6	6	3	6	2	2	5	5	5	3	3	5	3	3	5	3	4	6	3	2	3	21	3.8	4
6	6	6	6	6	2	5	5	6	5	6	6	5	6	5	5	4	6	6	5	5	3	6	4	6	2	4	55	5.6	5.2
6	5	5	6	5	2	3	4	3	2	4	3	3	3	4	4	4	5	3	3	3	3	4	6	3	2	3	24	3.4	3.6
5	3	5	6	5	5	5	5	5	2	2	5	4	3	2	5	6	3	6	6	4	6	6	2	5	1	4	25	3.2	3.9
3	4	3	5	5	6	5	6	6	5	4	5	2	5	5	4	4	3	5	5	4	4	3	6	3	1	5	39	4.2	4.1
4	6	6	6	5	3	2	5	3	3	6	4	5	5	6	2	1	1	4	5	6	6	5	5	4	2	3	39	5.2	5.2
4	5	6	4	5	4	3	4	5	3	5	5	5	4	6	3	2	2	5	5	4	6	5	6	4	2	3	21	5	5
6	4	4	4	4	2	3	4	5	5	2	3	4	4	3	5	5	4	2	5	5	4	3	5	5	2	5	37	3.2	3.8
3	2	2	1	5	3	4	2	3	3	2	3	3	4	1	6	4	6	4	6	5	5	5	5	6	1	2	22	2.6	3.9
6	6	6	4	5	5	2	4	5	4	5	4	5	5	5	6	6	6	6	6	5	5	6	6	5	2	4	24	4.8	5.1
3	6	5	6	4	5	5	5	3	3	6	4	4	5	6	3	2	2	3	3	5	3	5	5	4	2	3	21	5	4.7
4	5	5	4	5	6	6	6	6		5	3	6	5	6	2	5	5	6	6	5	6	6	1	6	1	3	20	5	4.9
5	4	4	6	6	6	6	1	6	1	6	1	6	5	6	1	1	1	1	5	6	6	6	6	4	1	3	19	4.8	5.2
5	5	4	5	5	5	3	3	5	4	4	4	3	5	5	6	6	5	5	5	4	5	4	5	4	1	3	21	4.2	4.3
5	5	5	4	5	3	5	4	5	2	5	4	4	5	5	3	3	5	4	6	5	6	5	5	5	1	5	30	4.6	4.9
6	5	5	5	5	5	4	3	4	3	4	3	4	5	4	3	2	3	3	4	5	5	4	5	5	2	1	18	4	4.4
1	5	5	4	5	5	2	5	4	2	2	2	4	2	6	1	1	1	1	5	5	4	4	6	6	2	4	53	3.2	4.1
5	4	5	1	4	3	1	5	6	3	2	3	1		3	5	1	1	2	1	3	3	1	4	4	1	3	27		
3	4	4	3	3	6	4	4	5	3	3	3	3	2	4	4	2	2	3	3	4	5	4	5	4	2	4	48	3	3.7
6	6	5	5	5	6	5	5	6	2	3	3	5	5	4	6	3	3	3	5	6	3	3	5	2	2	4	30	4	3.9
5	4	6	6	5	4	3	3	5	4	2	4	3	4	4	3	3	3	4	5	3	3	3	3	3	2	3	25	3.4	3.2
5	5	5	4	4	2	2	2	3	2	3	3	4	5	5	6	5	5	2	3	6	2	5	6	6	2	4	35	4	4.5
6	6	6	1	6	1	1	1	1	1	6	1	6	1	4	1	1	5	1	1	6	6	6	3	6	2		17	3.6	4.5
6	6	6	4	1	1	6	5	3	5	1	6	3	5	1	2	2	2	1	3	6	6	6	6	1	2	3	41	3.2	4.1
4	5	6	6	5	5	4	5	6	6	6	6	3	6	4	6	6	6	6	5	5	6	4	4	5	2	3	41	5	4.9
6	6	6	6	6	6	6	6	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	1	6	2	3	37	5.4	5.2
5	5	5	4	5	5	4	5	5	4	2	5	4	5	6	3	5	3	4	5	4	5	4	4	3	2	3	60	4.4	4.2
4	6	6	6	5	5	5	3	5	3	6	5	5	5	5	3	3	3	4	5	4	5	5	6	6	2	3	23	5.2	5.2
5	6	5	6	6	6	6	5	6	3	3	5	5	5	6	3		6	6		6	3	5	5	6	1	3	53	4.8	4.9
6	5	3	4	5	5	4	4	6	5	2	3	2	5	2	6	5	5	6	5	6	6	6	5	5	2	2	19	2.8	4.2
6		5	6	6	5	6		5	1	6	6	4	6	4	4	2	4		6	4	3	4	6	2	2	3	35	5.2	4.5
4	5	2	2	4	5	3	6	6	2	4	2	1	4	2	6	4	1	1	1	6	3	3	6	6	1	2	19	2.6	3.7
6	5	5	6	5	5	5	1	2	1	6	5	5	6	5	5	5	5	3	6	5	6	5	6	6	1	1	24	5.4	5.5
5	4	3	6	4	4	5	5	6	5	1	2	4	4	4	4	4	3	4	2	5	3	3	5	3	2	3	21	3	3.4
5	6	4	5	4	5	5	5	6	6	5	5	4	3	6	6	5	6	5	6	5	5	6	4	5	2	3	29	4.6	4.8
3	6	6	6	5	4	3	2	5	4	5	4	5	6	4	3	3	4	4	3	2	4	4	3	4	2	4	25	4.8	4.1
3	6	6	6	5	4	3	3	5	4	5	4	5	6	4	5	5	5	5	5	3	4	4	3	4	2	4	25	4.8	4.2
2	5	5	6	4	6	6	4	6	6	5	5	4	5	5	6	5	5	5	2	4	5	5	2	4	2	3	18	4.8	4.4
6	6	4	6	4	4	3	4	4	1	5	4	4	5	4	1	1	1	1	2	4	4	3	5	4	2	5	37	4.4	4.2
1	6	6	6	6	6	6	5	6	3	5	3	5	6	6	3	3	1		1	5	4	6	6	6	2	3	20	5	5.2
6	5	6	6	4	4	5	5	6	6	1	3	4	5	4	6	4	3	5	3	4	3	3	4	4	2	3	21	3.4	3.5
6	5	6	5	5	5	5	4	5	4	6	5	4	5	4	4	3	5	4	2	6	5	4	6	2	2	1	34	4.8	4.7
6	6	6	5	6	6	4	5	5	3	6	6	4	6	5	6	5	4	6	5	3	3	5	4	5	2	2	38	5.4	4.7
5	3	4	5	3	3	3	3	5	1	2	4	6	4	4	1	1	2	3	6	3	5	4	6	3	1	4	30	4	4.1
4	5	4	4	5	5	4	4	3	1	3	3	4	4	5	5	5	1	1	2	6	6	5	6	4	1	1	16	3.8	4.6
2	5	5	6	5	6	6	6	6	4	2	3	4	5	6	2	2	3	5	1	6	4	4	6	2	2	3	23	4	4.2
6		6	6	6	3	5	5	6	5	6	6	5	5		5	5	6	6	5	6	6	5	6	6	2	3	22		
5	5	4	6	3	4	5	6	5	6	6	5	4	6	5	5	5	6	6	6	6	6	6	6	6	1	3	37	5.2	5.6
5	5	4	5	5	6	5	4	6	5	2	4	2	4	3	4	5	5	5	5	2	4	4	3	3	1	4	30	3	3.1
4	5	5	2	6	6	6	6	6	6	5	6	6	6	5	2	3	2	6	5	5	5	5	3	6	2	3	21	5.6	5.2
6	4	4	6	3	3	5	4	3	3	1	2	1	1	4	1	1	1	3	5	4	5	4	4	4	2	3	32	1.8	3
3	2	1	2	2	5	6	5	5	3	1	1	1	2	5	5	5	6	5	6	2	2	2	5	6	2		14	2	2.7
6	5	5	2	5	2	5	2	6	2	2	5	2	2	5	5	5	5	3	3	5	5	4	5	6	2	4	55	3.2	4.1
3	5	4	6	4	4	4	2	4	3	4	6	4	5	5		3	3	5	6	3	2	3	5	3	1	4	26	4.8	4
6	6	6	6	6	1	6	5	5	2	5	6	6	3	6	6	3	6	2	6	6	6	5	3	6	2	5	22	5.2	5.2
6	5	6	5	6	4	2	5	4	2	6	5	5	5	4	6	3	6	6	4	5	6	4	5	5	1	3	21	5	5
3	4	2	5	3	4	5	5	2		1	2	1	1	2	2	3	3	1	4	2	4	1	4	4	2	4	28	1.4	2.2
6	6	5	2	5	6	4	5	6	2	4	3	3	5	4	6	6	6	3	6	5	3	2	6	5	2	5	41	3.8	4
4	3	4	5	5	5	5	3	4	1	3	2	3	5	3	6	4	5	5	5	6	4	5	4	4	1		17	3.2	3.9
6	5	5	5	2	3	5	4	5	4	2	5	2	4	6	5	4	3	4	5	5	5	5	5	4	2	5	52	3.8	4.3
2	6	6	4	6	5	5	4	5	2	5	6	6	5	5	2	2	2	3	6	6	5	6	6	6	2	1	18	5.4	5.6
2	5	3	6	5	4	5	5	4	4	2	3	2	5	6	6	6		6	6	5	5	6		6	1	5	56	3.6	
2	3	5	4	4	5	4	3	6	6	4	2	3	3	5	4	4	6	4	5	3	4	2	4	4	2	5	55	3.4	3.4
6	5	5	5	4	5	5	5	6	6	6	6	5	6	5	6	6	6	6	6	6	6	5	4	3	2	4	43	5.6	5.2
3	5	1	5	1	4	6	6	1	3	1	3	2	1	6	2	2	3	1	4	6	3	5	6	2	1	3	22	2.6	3.5
5	6	6	3	5	6	3	5	6	6	4	5	3	5	5	4	3	3	4	3	5	6	5	5	5	2	4	25	4.4	4.8
2	5	2	5	1	5	5	5	5	4	3	3	5	4	5	5	4	4	5	2	5	6	5	6	5	2	3	27	4	4.7
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	3	4	5	6	6	6	4	6	2	2	48	6	5.8
4	4	5	1	4	5	5	6	5	3	2	2	3	3	5	2	2	3	5	5	6	6	5	6	5	2	5	31	3	4.3
3	5	5	5	6	5	5	6	5	3	6	6	5	5	5	4	3	3	6	4	4	3	4	5	5	2	3	24	5.4	4.8
4	4	3	2	4	5	5	5	5	2		4	5	5	5	5	4	5	2	1	6	2	5	6	4	1	3	21		
6	6	6	5	6	6	6	1	5	2	6	6	6	6	6	6	6	5	3	1	6	6	5	6	4	1	3	24	6	5.7
5	5	5	5	5	6	5	6	6	5	6	3	4	4	6	6	3	3	2	1	6	5	4	5	5	2	3	21	4.6	4.8
5	5	4	6	5	4	5	1	5	1	5	6	6	6	5	2	1	2	4	3	6	6	5	6	5	2	3	27	5.6	5.6
2	2	1	1	1	2	5	2	4	2	3	1	1	2	1	6	6	6	6	6	6	5	5	6	1	1	1	18	1.6	3.1
4	5	5	6	4	5	6	5	5	5	2	5	2	4	5	3	3	5	5	5	5	2	5	4	5	1	3	24	3.6	3.9
3	5	3	5	4	4	2	4	4	3	3	4	2		5	5	3	5	5	4	3	3	4	3	4	1	5	32		
5	4	5	4	2	4	3	3	5	3	4	2	2	2	3	2	2	1	3	3	5	5	3	5	6	2	1	19	2.6	3.7
6	6	6	5	5	6	6	6	6	6	3	2	5	1	5	4	2	6	6	6	6	5	5	5	2	2	5	52	3.2	3.9
6	6	6	5	5	3	3	4	3	3	3	3	4	4	4	4	3	3	2	5	5	6	5	6	5	1	1	18	3.6	4.5
2	6	5	6	5	6	5	6	6	4	5	3	2	5	5	6	5	6	5	6	5	5	5	5	5	1	3	30	4	4.5
3	4	4	4	5	6	3	2	2	2	2	3	4	4	4	4	4	3	2	4	6	5	5	6	5	1	1	18	3.4	4.4
3	4	1	1	2	4	3	5	5	6	6	6	4	2	5	3	2	5	3	5	5	6	6	4	6	2	4	22	4.6	5
5	4	2	5	4	5	5	6	6	2	2	2	2	2	6	5	5	6	6	6	6	6	5	6	6	1	4	46	2.8	4.3
2	5	5	2	6	5	4	5	2	2	3	2	1	2	4	5	3	6	6	6	5	6	4	3	5	1		16	2.4	3.5
4	5	5	3	5	5	3	4	6	1	1	5	4	2	4	2	2	2	3	5	5	3	6	6	6	1	4	28	3.2	4.2
4	4	6	6	4	6	2	4	6	5	5	4	5	5	6	3	2	3	5	3	6	1	6	5	4	2	3	19	5	4.7
5	5	5	2	6	4	3		5	3	5	5	3	6	6	6	3	6	5	6	5	5	6	4	6	1	4	38	5	5.1
2	4	1	2	2	5	5	4	5	3	5	3	3	4	4	5	4	5	5	5	4	4	6	5	4	2	4	24	3.8	4.2
4	4	2	5	4	5	5	4	3	3	4	4	2	4	5	5	2	3	5	1	5	3	5	6	6	2	4	22	3.8	4.4
1	1	5	4	2	3	4	3	5	4	6	4	5	2	4	2	1	1	5	3	4	2	3	2	3	2	1	16	4.2	3.5
6	6	5	3	5	4	2	2	5	5	5	5	4	5	5	6	6	6	6	6	5	5	5	5	5	2	4	24	4.8	4.9
3	5	4	2	4	4	2	5	2	1	4	2	4	3	3	4	2	3	4	6	5	6	4	4	4	1	3	23	3.2	3.9
6	5	4	5	2	2	5	2	2	5	3	3	4	4	4	6	6	4	5	3	6	6	6	6	6	1	4	23	3.6	4.8
6	6	5	4	5	5	6	5	3	3	1	6	3	6	5	2	3	1	2	2	6	3	5	6	5	2	5	22	4.2	4.6
4	5	2	4	2	5	4	6	5	5	2	3	4	5	5	4	4	5	4	6	4	5	4	6	5	1	5	24	3.8	4.3
6	6	5	6	5	5	5	5	5	5	4	4	4	5	5	6	5	5	5	4	5	5	5	5	5	2	3	26	4.4	4.7
4	5	4	6	5	6	5	5	5	2	5	3	5	5	3	5		4	1	2	6	6	6	5	6	2	3	22	4.2	5
4	3	4	4	3	3	3	4	5	3	5	5	3	3	2	5	5	5	3	5	3	4	2	5	5	1	1	35	3.6	3.7
6	6	5	5	6	5	5	5	6	2	4	6	3	5	6	6	5	5	5	5	2	6	3	6	6	2	3	43	4.8	4.7
6	6	6	6	6	4	3	1	3	5	5	5	5	6	6	6	5	5	6	6	6	4	3	3	3	2		17	5.4	4.6
5	5	5	6	6	6	5	5	6	6	5	6	6	5	5	6	6	6	5	5	6	6	6	6	6	2	5	37	5.4	5.7
6	6	6	6	6	6	5	5	6	5	6	5	4	6	6	6	6	6	6	4	5	4	5	5	5	2	3	21	5.4	5.1
3	4	6	4	6	4	3	4	3	4	6	6	4	6	6	4	3	3	6	5	5	1	4	4	3	2	3	21	5.6	4.5
5	5	5	5	3	4	4	4	5	4	3	3	2	3	3	6	5	5	5	5	4	2	2	6	5	2	5	25	2.8	3.3
3	4	5	6	5	4	5	5	5	5	5	6	4	5	5	4	5	5	5	3	4	3	4	2	3	1	3	27	5	4.1
5	3	5	4	4	5	5	4	5	2	3	3	4	2	4	5	4	5	4	3	5	6	5	4	6	1	4	22	3.2	4.2
6	6	6	4	4	6	5	5	5	5	2	4	4	4	5	1	2	2	3	5	5	4	4	6	4	2	3	19	3.8	4.2
6		6	6	6	5	5	6	6	6	6	6	6	6	6	3	3	4	6	6	6	4	6	4	6	2	3	40	6	5.6
6	5	3	1	4	2	5	5	3	1	3	2	3	1	4	6	6	4	5	6	5	6	4	6	6	1	1	21	2.6	4
5	5	5	2	3	5	4	4	3	3	3	2	2	2	4	4	3	2	2	1	5	4	5	6	5	1	1	17	2.6	3.8
4	5	5	4	5	4	2	2	1	1	6	5	5	6	4	5	5	3	3	3	6	5	6	6	5	1		21	5.2	5.4
2	1	2	6	2	2	4	2	3	2	3	2	4	1	5	1	1	1	2	3	6	6	3	3	4	1		17	3	3.7
5	6	6	6	6	5	5	5	6	6	5	5	5	6	6	2	2	2	5	6	5	5	6	5	6	2	2	19	5.4	5.4
6	5	3	6	6	4	3	1	2	2	3	5	2	5	2	4	4	5	2	1	5	5	5	6	6	2	3	22	3.4	4.4
6	5	2	6	4	4	4	3	3	2	4	5	5	5	2	6	5	3	4	5	6	5	5	6	5	2	3	18	4.2	4.8
5		6	6	6	4	1	5	4	1	6	6	4	6	6	6	3	3	1	1	6	3	6	1	6	1	2	62	5.6	5
5	3	4	2	4	1	4	2	4	1	2	2	4	4	2	3	1	2	5	5	4	2	3	6	3	2	4	22	2.8	3.2
6	6	5	6	6	6	6	5	4	5	4	4	6	5	6	1	1	1	4	1	6	6	6	6	6	2	3	31	5	5.5
5	3	5	5	4	5	6	5	6	1	1	1	1	1	1	6	6	2	2	6	6	4	2	6	3	1	1	22	1	2.6
5	4	4	4	5	5	4	4	5	2	3	5	4	5	3	5	4	3	4	6	4	5	4	5	4	1	4	23	4	4.2
5	6	6	6	5	5	5	5	2	2	5	3	3	4	4	6	5	2	2	2	5	6	5	5	5	2	3	22	3.8	4.5
